Date,Product_ID,Product_Category,Brand,Average_Damage_Rate,Refund_Rate,Avg_Time_Between_Stockouts,Avg_Quantity_Per_Order,Current_Inventory_Quantity,Maximum_Quantity_in_Stock,Current_Inventory_Levels,Storage_Time,Quantity_Released
1/21/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.037,0.011,22,15,777,880,High,26,88
1/22/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.029,0.024,21,12,689,880,High,11,91
1/23/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.014,0.014,29,6,598,880,Medium,30,56
1/24/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.038,0.023,21,10,542,880,Medium,26,59
1/25/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.039,0.021,10,13,483,880,Medium,12,62
1/26/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.022,0.017,22,11,421,880,Medium,48,51
1/27/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.028,0.021,22,5,370,880,Medium,43,117
1/28/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.026,0.028,27,11,253,880,Low,9,63
1/29/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.011,0.013,26,8,190,880,Low,4,92
1/30/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.033,0.023,27,15,98,880,Low,23,85
1/31/2023,385,Tet Holiday Decorations,Acevedo and Sons,0.019,0.014,30,15,13,880,Low,41,60
1/1/2022,154,Food,Brand_F,0.003,0.002,3,8,4000,5000,High,2,1446
1/2/2022,154,Food,Brand_F,0.002,0.003,3,7,2554,5000,Medium,3,1139
1/3/2022,154,Food,Brand_F,0.002,0.002,3,7,4415,5000,High,1,1343
1/4/2022,154,Food,Brand_F,0.003,0.002,3,11,3072,5000,Medium,2,1150
1/5/2022,154,Food,Brand_F,0.004,0.002,3,12,1922,5000,Medium,3,1405
1/6/2022,154,Food,Brand_F,0.002,0.002,3,6,3517,5000,High,1,1453
1/7/2022,154,Food,Brand_F,0.004,0.002,3,11,2064,5000,Medium,2,1289
1/8/2022,154,Food,Brand_F,0.003,0.003,3,8,3775,5000,High,1,1294
1/9/2022,154,Food,Brand_F,0.002,0.003,3,10,2481,5000,Medium,2,1403
1/10/2022,154,Food,Brand_F,0.004,0.002,3,8,4078,5000,High,1,1110
1/11/2022,154,Food,Brand_F,0.002,0.002,3,10,2968,5000,Medium,2,1201
1/12/2022,154,Food,Brand_F,0.005,0.002,3,7,1767,5000,Medium,3,1156
1/13/2022,154,Food,Brand_F,0.004,0.003,3,7,3611,5000,High,1,1285
1/14/2022,154,Food,Brand_F,0.004,0.002,3,9,2326,5000,Medium,2,1494
1/15/2022,154,Food,Brand_F,0.004,0.001,3,8,3832,5000,High,1,1297
1/16/2022,154,Food,Brand_F,0.003,0.003,3,5,2535,5000,Medium,2,1347
1/17/2022,154,Food,Brand_F,0.002,0.002,3,9,4188,5000,High,1,1526
1/18/2022,154,Food,Brand_F,0.004,0.002,3,8,2662,5000,Medium,2,1275
1/19/2022,154,Food,Brand_F,0.003,0.002,3,7,4387,5000,High,1,1247
1/20/2022,154,Food,Brand_F,0.001,0.002,3,6,3140,5000,Medium,2,1225
1/21/2022,154,Food,Brand_F,0.002,0.002,3,5,1915,5000,Medium,3,1443
1/22/2022,154,Food,Brand_F,0.003,0.001,3,8,3472,5000,Medium,1,1570
1/23/2022,154,Food,Brand_F,0.004,0.002,3,7,1902,5000,Medium,2,1162
1/24/2022,154,Food,Brand_F,0.002,0.001,3,8,3740,5000,High,1,1224
1/25/2022,154,Food,Brand_F,0.002,0.003,3,11,2516,5000,Medium,2,1448
1/26/2022,154,Food,Brand_F,0.002,0.002,3,8,4068,5000,High,1,1236
1/27/2022,154,Food,Brand_F,0.002,0.001,3,12,2832,5000,Medium,2,1459
1/28/2022,154,Food,Brand_F,0.004,0.003,3,6,4373,5000,High,1,1172
1/29/2022,154,Food,Brand_F,0.002,0.002,3,8,3201,5000,Medium,2,1107
1/30/2022,154,Food,Brand_F,0.002,0.003,3,13,2094,5000,Medium,3,1194
1/31/2022,154,Food,Brand_F,0.002,0.002,5,13,3900,5000,High,1,1403
2/1/2022,154,Food,Brand_F,0.004,0.002,5,8,2497,3000,High,2,712
2/2/2022,154,Food,Brand_F,0.002,0.002,5,20,1785,3000,Medium,3,623
2/3/2022,154,Food,Brand_F,0.004,0.001,5,18,2662,3000,High,1,642
2/4/2022,154,Food,Brand_F,0.002,0.003,5,15,2020,3000,Medium,2,578
2/5/2022,154,Food,Brand_F,0.001,0.002,5,10,2942,3000,High,1,759
2/6/2022,154,Food,Brand_F,0.003,0.003,5,10,2183,3000,High,2,674
2/7/2022,154,Food,Brand_F,0.005,0.001,5,18,1509,3000,Medium,3,546
2/8/2022,154,Food,Brand_F,0.002,0.003,5,10,2463,3000,High,1,611
2/9/2022,154,Food,Brand_F,0.003,0.001,5,9,1852,3000,Medium,2,789
2/10/2022,154,Food,Brand_F,0.005,0.003,5,9,2563,3000,High,1,794
2/11/2022,154,Food,Brand_F,0.003,0.001,5,16,1769,3000,Medium,2,793
2/12/2022,154,Food,Brand_F,0.004,0.001,5,5,2476,3000,High,1,594
2/13/2022,154,Food,Brand_F,0.001,0.002,5,18,1882,3000,Medium,2,667
2/14/2022,154,Food,Brand_F,0.003,0.002,5,8,2715,3000,High,1,721
2/15/2022,154,Food,Brand_F,0.004,0.003,5,19,1994,3000,Medium,2,561
2/16/2022,154,Food,Brand_F,0.003,0.002,5,15,2933,3000,High,1,559
2/17/2022,154,Food,Brand_F,0.005,0.002,5,15,2374,3000,High,2,502
2/18/2022,154,Food,Brand_F,0.003,0.003,5,14,1872,3000,Medium,3,799
2/19/2022,154,Food,Brand_F,0.001,0.003,5,19,2573,3000,High,1,517
2/20/2022,154,Food,Brand_F,0.001,0.002,5,7,2056,3000,Medium,2,624
2/21/2022,154,Food,Brand_F,0.003,0.001,5,5,2932,3000,High,1,741
2/22/2022,154,Food,Brand_F,0.002,0.002,5,13,2191,3000,High,2,629
2/23/2022,154,Food,Brand_F,0.005,0.002,5,12,1562,3000,Medium,3,631
2/24/2022,154,Food,Brand_F,0.002,0.001,5,15,2431,3000,High,1,680
2/25/2022,154,Food,Brand_F,0.001,0.001,5,9,1751,3000,Medium,2,623
2/26/2022,154,Food,Brand_F,0.003,0.002,5,19,2628,3000,High,1,613
2/27/2022,154,Food,Brand_F,0.003,0.002,5,16,2015,3000,Medium,2,621
2/28/2022,154,Food,Brand_F,0.004,0.002,5,18,2894,3000,High,1,565
3/1/2022,154,Food,Brand_F,0.005,0.001,5,13,2329,3000,High,2,614
3/2/2022,154,Food,Brand_F,0.005,0.002,5,15,1715,3000,Medium,3,707
3/3/2022,154,Food,Brand_F,0.004,0.001,5,11,2508,3000,High,1,600
3/4/2022,154,Food,Brand_F,0.004,0.001,5,17,1908,3000,Medium,2,553
3/5/2022,154,Food,Brand_F,0.002,0.001,5,6,2855,3000,High,1,571
3/6/2022,154,Food,Brand_F,0.002,0.003,5,8,2284,3000,High,2,510
3/7/2022,154,Food,Brand_F,0.001,0.001,5,6,1774,3000,Medium,3,564
3/8/2022,154,Food,Brand_F,0.002,0.003,5,15,2710,3000,High,1,640
3/9/2022,154,Food,Brand_F,0.004,0.002,5,13,2070,3000,Medium,2,555
3/10/2022,154,Food,Brand_F,0.005,0.001,5,10,1515,3000,Medium,3,524
3/11/2022,154,Food,Brand_F,0.001,0.003,5,8,2491,3000,High,1,724
3/12/2022,154,Food,Brand_F,0.005,0.002,5,17,1767,3000,Medium,2,667
3/13/2022,154,Food,Brand_F,0.001,0.003,5,10,2600,3000,High,1,712
3/14/2022,154,Food,Brand_F,0.004,0.002,5,13,1888,3000,Medium,2,555
3/15/2022,154,Food,Brand_F,0.005,0.002,5,19,2833,3000,High,1,580
3/16/2022,154,Food,Brand_F,0.005,0.002,5,14,2253,3000,High,2,730
3/17/2022,154,Food,Brand_F,0.004,0.002,5,8,1523,3000,Medium,3,753
3/18/2022,154,Food,Brand_F,0.002,0.002,5,13,2270,3000,High,1,679
3/19/2022,154,Food,Brand_F,0.005,0.002,5,14,1591,3000,Medium,2,674
3/20/2022,154,Food,Brand_F,0.003,0.002,5,19,2417,3000,High,1,776
3/21/2022,154,Food,Brand_F,0.002,0.001,5,14,1641,3000,Medium,2,702
3/22/2022,154,Food,Brand_F,0.004,0.002,5,7,2439,3000,High,1,781
3/23/2022,154,Food,Brand_F,0.004,0.001,5,20,1658,3000,Medium,2,753
3/24/2022,154,Food,Brand_F,0.004,0.002,5,17,2405,3000,High,1,512
3/25/2022,154,Food,Brand_F,0.002,0.001,5,20,1893,3000,Medium,2,786
3/26/2022,154,Food,Brand_F,0.002,0.002,5,10,2607,3000,High,1,665
3/27/2022,154,Food,Brand_F,0.002,0.002,5,13,1942,3000,Medium,2,588
3/28/2022,154,Food,Brand_F,0.004,0.002,5,5,2854,3000,High,1,583
3/29/2022,154,Food,Brand_F,0.003,0.001,5,14,2271,3000,High,2,651
3/30/2022,154,Food,Brand_F,0.002,0.002,5,19,1620,3000,Medium,3,605
3/31/2022,154,Food,Brand_F,0.002,0.003,5,10,2515,3000,High,1,594
4/1/2022,154,Food,Brand_F,0.004,0.003,5,5,1921,3000,Medium,2,525
4/2/2022,154,Food,Brand_F,0.001,0.003,5,17,2896,3000,High,1,555
4/3/2022,154,Food,Brand_F,0.002,0.001,5,10,2341,3000,High,2,679
4/4/2022,154,Food,Brand_F,0.003,0.001,5,16,1662,3000,Medium,3,685
4/5/2022,154,Food,Brand_F,0.005,0.003,5,11,2477,3000,High,1,502
4/6/2022,154,Food,Brand_F,0.004,0.002,5,10,1975,3000,Medium,2,695
4/7/2022,154,Food,Brand_F,0.003,0.002,5,19,2780,3000,High,1,660
4/8/2022,154,Food,Brand_F,0.002,0.001,5,18,2120,3000,High,2,550
4/9/2022,154,Food,Brand_F,0.002,0.003,5,9,1570,3000,Medium,3,669
4/10/2022,154,Food,Brand_F,0.002,0.003,5,18,2401,3000,High,1,604
4/11/2022,154,Food,Brand_F,0.004,0.002,5,9,1797,3000,Medium,2,535
4/12/2022,154,Food,Brand_F,0.004,0.002,5,15,2762,3000,High,1,682
4/13/2022,154,Food,Brand_F,0.004,0.001,5,9,2080,3000,Medium,2,504
4/14/2022,154,Food,Brand_F,0.005,0.001,5,5,1576,3000,Medium,3,541
4/15/2022,154,Food,Brand_F,0.001,0.002,5,20,2535,3000,High,1,674
4/16/2022,154,Food,Brand_F,0.004,0.001,5,5,1861,3000,Medium,2,543
4/17/2022,154,Food,Brand_F,0.002,0.002,5,10,2818,3000,High,1,650
4/18/2022,154,Food,Brand_F,0.003,0.003,5,5,2168,3000,High,2,752
4/19/2022,154,Food,Brand_F,0.003,0.002,5,11,2916,3000,High,1,755
4/20/2022,154,Food,Brand_F,0.004,0.001,5,18,2161,3000,High,2,500
4/21/2022,154,Food,Brand_F,0.002,0.003,5,20,1661,3000,Medium,3,551
4/22/2022,154,Food,Brand_F,0.001,0.002,5,14,2610,3000,High,1,786
4/23/2022,154,Food,Brand_F,0.003,0.002,5,11,1824,3000,Medium,2,665
4/24/2022,154,Food,Brand_F,0.005,0.003,5,10,2659,3000,High,1,536
4/25/2022,154,Food,Brand_F,0.005,0.002,5,17,2123,3000,High,2,631
4/26/2022,154,Food,Brand_F,0.002,0.002,5,16,2992,3000,High,1,568
4/27/2022,154,Food,Brand_F,0.005,0.003,5,7,2424,3000,High,2,740
4/28/2022,154,Food,Brand_F,0.003,0.002,5,10,1684,3000,Medium,3,734
4/29/2022,154,Food,Brand_F,0.004,0.003,5,6,2450,3000,High,1,750
4/30/2022,154,Food,Brand_F,0.003,0.002,5,8,1700,3000,Medium,2,532
5/1/2022,154,Food,Brand_F,0.002,0.003,5,7,2668,3000,High,1,740
5/2/2022,154,Food,Brand_F,0.001,0.003,5,19,1928,3000,Medium,2,567
5/3/2022,154,Food,Brand_F,0.002,0.001,5,9,2861,3000,High,1,626
5/4/2022,154,Food,Brand_F,0.003,0.002,5,20,2235,3000,High,2,605
5/5/2022,154,Food,Brand_F,0.005,0.003,5,18,1630,3000,Medium,3,519
5/6/2022,154,Food,Brand_F,0.002,0.002,5,13,2611,3000,High,1,656
5/7/2022,154,Food,Brand_F,0.004,0.002,5,5,1955,3000,Medium,2,799
5/8/2022,154,Food,Brand_F,0.004,0.001,5,9,2656,3000,High,1,520
5/9/2022,154,Food,Brand_F,0.001,0.003,5,17,2136,3000,High,2,677
5/10/2022,154,Food,Brand_F,0.001,0.002,5,11,2959,3000,High,1,688
5/11/2022,154,Food,Brand_F,0.004,0.001,5,9,2271,3000,High,2,506
5/12/2022,154,Food,Brand_F,0.005,0.001,5,8,1765,3000,Medium,3,609
5/13/2022,154,Food,Brand_F,0.005,0.001,5,15,2656,3000,High,1,614
5/14/2022,154,Food,Brand_F,0.003,0.002,5,9,2042,3000,Medium,2,633
5/15/2022,154,Food,Brand_F,0.002,0.001,5,13,2909,3000,High,1,645
5/16/2022,154,Food,Brand_F,0.004,0.003,5,13,2264,3000,High,2,793
5/17/2022,154,Food,Brand_F,0.003,0.003,5,5,2971,3000,High,1,785
5/18/2022,154,Food,Brand_F,0.002,0.002,5,16,2186,3000,High,2,539
5/19/2022,154,Food,Brand_F,0.002,0.001,5,16,1647,3000,Medium,3,669
5/20/2022,154,Food,Brand_F,0.001,0.002,5,19,2478,3000,High,1,574
5/21/2022,154,Food,Brand_F,0.003,0.003,5,16,1904,3000,Medium,2,523
5/22/2022,154,Food,Brand_F,0.003,0.003,5,10,2881,3000,High,1,687
5/23/2022,154,Food,Brand_F,0.003,0.001,5,12,2194,3000,High,2,609
5/24/2022,154,Food,Brand_F,0.004,0.001,5,8,1585,3000,Medium,3,518
5/25/2022,154,Food,Brand_F,0.003,0.003,5,17,2567,3000,High,1,648
5/26/2022,154,Food,Brand_F,0.004,0.002,5,9,1919,3000,Medium,2,775
5/27/2022,154,Food,Brand_F,0.001,0.002,5,5,2644,3000,High,1,560
5/28/2022,154,Food,Brand_F,0.003,0.003,5,13,2084,3000,Medium,2,707
5/29/2022,154,Food,Brand_F,0.004,0.002,5,16,2877,3000,High,1,573
5/30/2022,154,Food,Brand_F,0.005,0.003,5,15,2304,3000,High,2,691
5/31/2022,154,Food,Brand_F,0.003,0.001,5,11,1613,3000,Medium,3,711
6/1/2022,154,Food,Brand_F,0.005,0.001,5,8,2402,3000,High,1,688
6/2/2022,154,Food,Brand_F,0.003,0.002,5,9,1714,3000,Medium,2,600
6/3/2022,154,Food,Brand_F,0.004,0.002,5,13,2614,3000,High,1,673
6/4/2022,154,Food,Brand_F,0.003,0.002,5,16,1941,3000,Medium,2,764
6/5/2022,154,Food,Brand_F,0.004,0.002,5,9,2677,3000,High,1,781
6/6/2022,154,Food,Brand_F,0.003,0.003,5,10,1896,3000,Medium,2,547
6/7/2022,154,Food,Brand_F,0.004,0.001,5,20,2849,3000,High,1,647
6/8/2022,154,Food,Brand_F,0.003,0.003,5,11,2202,3000,High,2,574
6/9/2022,154,Food,Brand_F,0.005,0.002,5,11,1628,3000,Medium,3,688
6/10/2022,154,Food,Brand_F,0.003,0.001,5,9,2440,3000,High,1,758
6/11/2022,154,Food,Brand_F,0.001,0.003,5,11,1682,3000,Medium,2,572
6/12/2022,154,Food,Brand_F,0.005,0.002,5,11,2610,3000,High,1,722
6/13/2022,154,Food,Brand_F,0.004,0.002,5,16,1888,3000,Medium,2,672
6/14/2022,154,Food,Brand_F,0.001,0.003,5,17,2716,3000,High,1,564
6/15/2022,154,Food,Brand_F,0.005,0.001,5,17,2152,3000,High,2,672
6/16/2022,154,Food,Brand_F,0.003,0.001,5,11,2980,3000,High,1,585
6/17/2022,154,Food,Brand_F,0.002,0.001,5,6,2395,3000,High,2,678
6/18/2022,154,Food,Brand_F,0.005,0.001,5,16,1717,3000,Medium,3,693
6/19/2022,154,Food,Brand_F,0.004,0.001,5,13,2524,3000,High,1,516
6/20/2022,154,Food,Brand_F,0.003,0.001,5,14,2008,3000,Medium,2,512
6/21/2022,154,Food,Brand_F,0.002,0.003,5,10,2996,3000,High,1,598
6/22/2022,154,Food,Brand_F,0.004,0.001,5,20,2398,3000,High,2,608
6/23/2022,154,Food,Brand_F,0.002,0.002,5,14,1790,3000,Medium,3,722
6/24/2022,154,Food,Brand_F,0.002,0.002,5,16,2568,3000,High,1,674
6/25/2022,154,Food,Brand_F,0.002,0.002,5,11,1894,3000,Medium,2,585
6/26/2022,154,Food,Brand_F,0.002,0.003,5,16,2809,3000,High,1,546
6/27/2022,154,Food,Brand_F,0.004,0.003,5,19,2263,3000,High,2,734
6/28/2022,154,Food,Brand_F,0.005,0.001,5,12,1529,3000,Medium,3,744
6/29/2022,154,Food,Brand_F,0.004,0.001,5,9,2285,3000,High,1,774
6/30/2022,154,Food,Brand_F,0.003,0.003,5,12,1511,3000,Medium,2,619
7/1/2022,154,Food,Brand_F,0.002,0.001,5,10,2392,3000,High,1,726
7/2/2022,154,Food,Brand_F,0.004,0.003,5,9,1666,3000,Medium,2,520
7/3/2022,154,Food,Brand_F,0.005,0.002,5,18,2646,3000,High,1,541
7/4/2022,154,Food,Brand_F,0.003,0.001,5,7,2105,3000,High,2,575
7/5/2022,154,Food,Brand_F,0.003,0.002,5,9,1530,3000,Medium,3,759
7/6/2022,154,Food,Brand_F,0.003,0.001,5,13,2271,3000,High,1,695
7/7/2022,154,Food,Brand_F,0.004,0.003,5,14,1576,3000,Medium,2,698
7/8/2022,154,Food,Brand_F,0.002,0.002,5,7,2378,3000,High,1,515
7/9/2022,154,Food,Brand_F,0.002,0.002,5,10,1863,3000,Medium,2,639
7/10/2022,154,Food,Brand_F,0.002,0.002,5,12,2724,3000,High,1,592
7/11/2022,154,Food,Brand_F,0.003,0.002,5,14,2132,3000,High,2,664
7/12/2022,154,Food,Brand_F,0.003,0.003,5,17,2968,3000,High,1,755
7/13/2022,154,Food,Brand_F,0.001,0.002,5,10,2213,3000,High,2,741
7/14/2022,154,Food,Brand_F,0.004,0.002,5,7,2972,3000,High,1,525
7/15/2022,154,Food,Brand_F,0.003,0.002,5,14,2447,3000,High,2,560
7/16/2022,154,Food,Brand_F,0.002,0.002,5,12,1887,3000,Medium,3,567
7/17/2022,154,Food,Brand_F,0.003,0.003,5,20,2820,3000,High,1,555
7/18/2022,154,Food,Brand_F,0.003,0.002,5,7,2265,3000,High,2,615
7/19/2022,154,Food,Brand_F,0.003,0.003,5,12,1650,3000,Medium,3,794
7/20/2022,154,Food,Brand_F,0.004,0.001,5,13,2356,3000,High,1,612
7/21/2022,154,Food,Brand_F,0.001,0.002,5,10,1744,3000,Medium,2,740
7/22/2022,154,Food,Brand_F,0.005,0.001,5,14,2504,3000,High,1,727
7/23/2022,154,Food,Brand_F,0.004,0.002,5,20,1777,3000,Medium,2,635
7/24/2022,154,Food,Brand_F,0.004,0.001,5,20,2642,3000,High,1,709
7/25/2022,154,Food,Brand_F,0.004,0.002,5,12,1933,3000,Medium,2,683
7/26/2022,154,Food,Brand_F,0.002,0.001,5,11,2750,3000,High,1,788
7/27/2022,154,Food,Brand_F,0.005,0.001,5,19,1962,3000,Medium,2,676
7/28/2022,154,Food,Brand_F,0.002,0.003,5,10,2786,3000,High,1,512
7/29/2022,154,Food,Brand_F,0.001,0.003,5,8,2274,3000,High,2,653
7/30/2022,154,Food,Brand_F,0.002,0.003,5,17,1621,3000,Medium,3,726
7/31/2022,154,Food,Brand_F,0.002,0.002,5,17,2395,3000,High,1,677
8/1/2022,154,Food,Brand_F,0.003,0.003,5,13,1718,3000,Medium,2,784
8/2/2022,154,Food,Brand_F,0.005,0.001,5,10,2434,3000,High,1,645
8/3/2022,154,Food,Brand_F,0.001,0.003,5,6,1789,3000,Medium,2,594
8/4/2022,154,Food,Brand_F,0.002,0.001,4,19,2695,3000,High,1,644
8/5/2022,154,Food,Brand_F,0.002,0.003,4,13,2051,3000,Medium,2,763
8/6/2022,154,Food,Brand_F,0.004,0.002,4,15,2788,3000,High,1,713
8/7/2022,154,Food,Brand_F,0.002,0.003,4,5,2075,3000,Medium,2,517
8/8/2022,154,Food,Brand_F,0.004,0.002,4,8,1558,3000,Medium,3,601
8/9/2022,154,Food,Brand_F,0.004,0.002,4,11,2457,3000,High,1,612
8/10/2022,154,Food,Brand_F,0.004,0.003,4,18,1845,3000,Medium,2,520
8/11/2022,154,Food,Brand_F,0.002,0.002,4,19,2825,3000,High,1,599
8/12/2022,154,Food,Brand_F,0.004,0.002,4,16,2226,3000,High,2,675
8/13/2022,154,Food,Brand_F,0.002,0.003,4,17,1551,3000,Medium,3,622
8/14/2022,154,Food,Brand_F,0.004,0.003,4,8,2429,3000,High,1,699
8/15/2022,154,Food,Brand_F,0.005,0.001,4,12,1730,3000,Medium,2,746
8/16/2022,154,Food,Brand_F,0.004,0.002,4,16,2484,3000,High,1,691
8/17/2022,154,Food,Brand_F,0.005,0.002,4,17,1793,3000,Medium,2,686
8/18/2022,154,Food,Brand_F,0.004,0.003,4,5,2607,3000,High,1,576
8/19/2022,154,Food,Brand_F,0.002,0.001,4,18,2031,3000,Medium,2,503
8/20/2022,154,Food,Brand_F,0.002,0.002,4,7,1528,3000,Medium,3,572
8/21/2022,154,Food,Brand_F,0.002,0.002,4,9,2456,3000,High,1,719
8/22/2022,154,Food,Brand_F,0.004,0.002,4,9,1737,3000,Medium,2,769
8/23/2022,154,Food,Brand_F,0.004,0.001,4,6,2468,3000,High,1,723
8/24/2022,154,Food,Brand_F,0.003,0.001,4,14,1745,3000,Medium,2,556
8/25/2022,154,Food,Brand_F,0.003,0.002,4,5,2689,3000,High,1,775
8/26/2022,154,Food,Brand_F,0.001,0.002,4,18,1914,3000,Medium,2,626
8/27/2022,154,Food,Brand_F,0.004,0.001,4,19,2788,3000,High,1,714
8/28/2022,154,Food,Brand_F,0.002,0.003,4,20,2074,3000,Medium,2,689
8/29/2022,154,Food,Brand_F,0.002,0.002,4,7,2885,3000,High,1,553
8/30/2022,154,Food,Brand_F,0.004,0.001,4,13,2332,3000,High,2,619
8/31/2022,154,Food,Brand_F,0.004,0.001,4,5,1713,3000,Medium,3,588
9/1/2022,154,Food,Brand_F,0.001,0.003,4,9,2625,3000,High,1,717
9/2/2022,154,Food,Brand_F,0.001,0.002,4,15,1908,3000,Medium,2,757
9/3/2022,154,Food,Brand_F,0.003,0.002,4,10,2651,3000,High,1,660
9/4/2022,154,Food,Brand_F,0.003,0.001,4,12,1991,3000,Medium,2,747
9/5/2022,154,Food,Brand_F,0.005,0.002,4,20,2744,3000,High,1,557
9/6/2022,154,Food,Brand_F,0.004,0.001,4,10,2187,3000,High,2,692
9/7/2022,154,Food,Brand_F,0.002,0.002,4,16,2995,3000,High,1,603
9/8/2022,154,Food,Brand_F,0.002,0.002,4,9,2392,3000,High,2,694
9/9/2022,154,Food,Brand_F,0.003,0.003,4,10,1698,3000,Medium,3,753
9/10/2022,154,Food,Brand_F,0.003,0.001,4,11,2445,3000,High,1,677
9/11/2022,154,Food,Brand_F,0.003,0.001,4,10,1768,3000,Medium,2,500
9/12/2022,154,Food,Brand_F,0.003,0.002,4,19,2768,3000,High,1,613
9/13/2022,154,Food,Brand_F,0.004,0.002,4,17,2155,3000,High,2,783
9/14/2022,154,Food,Brand_F,0.005,0.002,4,9,2872,3000,High,1,584
9/15/2022,154,Food,Brand_F,0.002,0.001,4,8,2288,3000,High,2,782
9/16/2022,154,Food,Brand_F,0.003,0.003,4,9,1506,3000,Medium,3,580
9/17/2022,154,Food,Brand_F,0.005,0.002,4,16,2426,3000,High,1,604
9/18/2022,154,Food,Brand_F,0.002,0.002,4,8,1822,3000,Medium,2,631
9/19/2022,154,Food,Brand_F,0.004,0.002,4,5,2691,3000,High,1,527
9/20/2022,154,Food,Brand_F,0.003,0.002,4,7,2164,3000,High,2,580
9/21/2022,154,Food,Brand_F,0.005,0.001,4,16,1584,3000,Medium,3,693
9/22/2022,154,Food,Brand_F,0.002,0.002,4,14,2391,3000,High,1,645
9/23/2022,154,Food,Brand_F,0.003,0.002,4,11,1746,3000,Medium,2,728
9/24/2022,154,Food,Brand_F,0.004,0.003,4,8,2518,3000,High,1,693
9/25/2022,154,Food,Brand_F,0.002,0.001,4,11,1825,3000,Medium,2,796
9/26/2022,154,Food,Brand_F,0.004,0.002,4,19,2529,3000,High,1,554
9/27/2022,154,Food,Brand_F,0.004,0.002,4,14,1975,3000,Medium,2,539
9/28/2022,154,Food,Brand_F,0.003,0.002,4,16,2936,3000,High,1,659
9/29/2022,154,Food,Brand_F,0.002,0.001,4,14,2277,3000,High,2,664
9/30/2022,154,Food,Brand_F,0.001,0.003,4,9,1613,3000,Medium,3,582
10/1/2022,154,Food,Brand_F,0.004,0.002,4,13,2531,3000,High,1,680
10/2/2022,154,Food,Brand_F,0.003,0.003,4,18,1851,3000,Medium,2,549
10/3/2022,154,Food,Brand_F,0.004,0.001,4,11,2802,3000,High,1,757
10/4/2022,154,Food,Brand_F,0.003,0.002,4,16,2045,3000,Medium,2,579
10/5/2022,154,Food,Brand_F,0.004,0.002,4,13,2966,3000,High,1,742
10/6/2022,154,Food,Brand_F,0.002,0.002,4,6,2224,3000,High,2,529
10/7/2022,154,Food,Brand_F,0.004,0.002,4,6,1695,3000,Medium,3,567
10/8/2022,154,Food,Brand_F,0.004,0.001,4,17,2628,3000,High,1,725
10/9/2022,154,Food,Brand_F,0.002,0.001,4,6,1903,3000,Medium,2,565
10/10/2022,154,Food,Brand_F,0.003,0.001,4,10,2838,3000,High,1,793
10/11/2022,154,Food,Brand_F,0.005,0.003,4,18,2045,3000,Medium,2,561
10/12/2022,154,Food,Brand_F,0.005,0.003,4,8,2984,3000,High,1,615
10/13/2022,154,Food,Brand_F,0.002,0.002,4,7,2369,3000,High,2,530
10/14/2022,154,Food,Brand_F,0.003,0.001,4,9,1839,3000,Medium,3,768
10/15/2022,154,Food,Brand_F,0.004,0.001,4,13,2571,3000,High,1,714
10/16/2022,154,Food,Brand_F,0.004,0.001,4,9,1857,3000,Medium,2,539
10/17/2022,154,Food,Brand_F,0.002,0.002,4,12,2818,3000,High,1,654
10/18/2022,154,Food,Brand_F,0.003,0.001,4,19,2164,3000,High,2,582
10/19/2022,154,Food,Brand_F,0.001,0.002,4,18,1582,3000,Medium,3,744
10/20/2022,154,Food,Brand_F,0.001,0.002,4,15,2338,3000,High,1,666
10/21/2022,154,Food,Brand_F,0.002,0.002,4,12,1672,3000,Medium,2,548
10/22/2022,154,Food,Brand_F,0.002,0.002,4,5,2624,3000,High,1,600
10/23/2022,154,Food,Brand_F,0.004,0.003,4,13,2024,3000,Medium,2,558
10/24/2022,154,Food,Brand_F,0.005,0.002,4,9,2966,3000,High,1,782
10/25/2022,154,Food,Brand_F,0.004,0.001,4,5,2184,3000,High,2,732
10/26/2022,154,Food,Brand_F,0.005,0.003,4,20,2952,3000,High,1,564
10/27/2022,154,Food,Brand_F,0.001,0.002,4,17,2388,3000,High,2,623
10/28/2022,154,Food,Brand_F,0.004,0.002,4,19,1765,3000,Medium,3,583
10/29/2022,154,Food,Brand_F,0.003,0.001,4,10,2682,3000,High,1,579
10/30/2022,154,Food,Brand_F,0.005,0.003,4,20,2103,3000,High,2,549
10/31/2022,154,Food,Brand_F,0.002,0.001,4,11,1554,3000,Medium,3,785
11/1/2022,154,Food,Brand_F,0.004,0.001,4,18,2269,3000,High,1,593
11/2/2022,154,Food,Brand_F,0.003,0.002,4,10,1676,3000,Medium,2,772
11/3/2022,154,Food,Brand_F,0.004,0.002,4,18,2404,3000,High,1,559
11/4/2022,154,Food,Brand_F,0.003,0.002,4,5,1845,3000,Medium,2,627
11/5/2022,154,Food,Brand_F,0.001,0.002,4,9,2718,3000,High,1,708
